,stock_a,stock_b,0
96,MMM,CTSH,0.3638814126664706
97,MMM,CL,0.3735221424219595
98,MMM,CMCSA,0.19440465658691036
99,MMM,CMA,0.7424453733809988
100,MMM,CAG,0.7103668997545716
101,MMM,COP,-0.009535378190480757
102,MMM,ED,0.622627571113754
103,MMM,STZ,0.44606715899536226
104,MMM,GLW,0.3084852388777144
105,MMM,COST,0.3503960167309072
106,MMM,COTY,0.5372949075503416
107,MMM,CCI,0.6791722152485244
108,MMM,CSX,0.34309417749360654
109,MMM,CMI,0.30512844498164476
110,MMM,CVS,0.6584666044988761
111,MMM,DHI,0.7127278265649878
112,MMM,DHR,0.31688028188944967
113,MMM,DRI,0.4991692914866685
114,MMM,DVA,0.4289147960444995
115,MMM,DE,0.5090434695335319
116,MMM,DAL,0.5850642656925108
117,MMM,XRAY,0.5348111582675016
118,MMM,DVN,0.038201494929786396
119,MMM,DLR,0.33470167934983736
120,MMM,DFS,0.49153954344336925
121,MMM,DG,0.47791496398246164
122,MMM,DLTR,0.3854689106825375
123,MMM,D,0.7381591036297209
124,MMM,DOV,0.35653164388700825
125,MMM,DTE,0.719728240604369
126,MMM,DUK,0.8225396166232894
127,MMM,DXC,0.5118356991584038
128,MMM,EMN,0.7576068138073349
129,MMM,ETN,0.29949137600231357
130,MMM,EBAY,0.29104030211796555
131,MMM,ECL,0.44127851226061904
132,MMM,EIX,0.845680310622893
133,MMM,EW,0.2339470920936829
134,MMM,EA,0.39159401244969544
135,MMM,EMR,0.1654567185627767
136,MMM,ETR,0.7167364074505692
137,MMM,EOG,-0.13285807857713744
138,MMM,EQT,-0.4008538918783023
139,MMM,EFX,0.5225541110837013
140,MMM,EQIX,0.24884571851681903
141,MMM,EQR,0.5340939063737674
142,MMM,ESS,0.71582873691748
143,MMM,EL,0.18349648482285902
144,MMM,ES,0.5908496897168259
145,MMM,EXC,-0.2592213926939945
146,MMM,EXPE,0.6866813821700832
147,MMM,EXPD,0.5828548673142867
148,MMM,EXR,0.7222159085873565
149,MMM,XOM,-0.2813313151218673
150,MMM,FFIV,0.46663219279449086
151,MMM,FAST,0.3123322230344971
152,MMM,FRT,0.6841653876145332
153,MMM,FDX,0.49602251648207996
154,MMM,FIS,0.46612188896337253
155,MMM,FITB,0.6456694768022186
156,MMM,FE,0.6367393793206036
157,MMM,FLS,0.41467850911711834
158,MMM,FLR,0.5524827583501211
159,MMM,FMC,0.23402398853373169
160,MMM,FL,0.3929905870129161
161,MMM,F,0.19735109235756776
162,MMM,FTV,0.029618861112858226
163,MMM,BEN,0.718375205317952
164,MMM,FCX,0.7515325851982742
165,MMM,GPS,0.7387713183412575
166,MMM,GRMN,0.5469523349142114
167,MMM,IT,0.5876685411688671
168,MMM,GD,0.34643859516773634
169,MMM,GE,0.3108676797923225
170,MMM,GIS,0.4629732462418
171,MMM,GM,0.4128378474131322
172,MMM,GPC,0.11570569477233283
173,MMM,GILD,0.44948434617161626
174,MMM,GPN,0.4392666246198226
175,MMM,GS,0.599912565602118
176,MMM,GT,0.6272421609906041
177,MMM,GWW,0.3051907660445097
178,MMM,HAL,-0.4246746268056327
179,MMM,HBI,0.09464230259596304
180,MMM,HOG,0.49601911679870275
181,MMM,HIG,0.30714545628413215
182,MMM,HAS,-0.1241197161089128
183,MMM,HCA,0.3192678671092852
184,MMM,HCP,0.34091308166059064
185,MMM,HP,-0.47149978252280184
186,MMM,HSIC,0.29545055609207865
187,MMM,HES,-0.34516339735065377
188,MMM,HPE,0.3678999897631696
189,MMM,HLT,0.415104122797406
190,MMM,HOLX,0.3328565922287868
191,MMM,HD,0.4965148915126633
192,MMM,HON,0.7549439767058679
193,MMM,HRL,-0.018742053320577975
194,MMM,HST,0.5699074072737976
195,MMM,HPQ,0.7736925168714471
196,MMM,HUM,-0.16946148972710012
197,MMM,HBAN,0.6019568191396624
198,MMM,HII,0.3717257757296307
199,MMM,IDXX,0.5141601180280525
200,MMM,ITW,0.6236665141683729
201,MMM,ILMN,0.1754479678460201
202,MMM,INCY,0.5312578553408982
203,MMM,IR,0.3577646272105575
204,MMM,INTC,0.7194576107536947
205,MMM,ICE,0.35634794773928613
206,MMM,IBM,0.29076039149930777
207,MMM,IP,0.7226682476112416
208,MMM,IPG,0.6465267475782509
209,MMM,IFF,0.6994400492139695
210,MMM,INTU,0.403069057876025
211,MMM,ISRG,0.3450853158961752
212,MMM,IVZ,0.7828388771158162
213,MMM,IQV,0.4452913103401208
214,MMM,IRM,0.4214156861967381
215,MMM,JBHT,0.20065044735712864
216,MMM,SJM,0.4653794188115013
217,MMM,JNJ,0.3560812116243994
218,MMM,JCI,0.4979094412775553
219,MMM,JPM,0.45737935319536244
220,MMM,JNPR,0.2741706726605888
221,MMM,K,0.6210922334401321
222,MMM,KEY,0.6465780518998812
223,MMM,KMB,0.4403197841129225
224,MMM,KIM,0.7211141203483035
225,MMM,KMI,0.7572538582302957
226,MMM,KLAC,0.3246038586710327
227,MMM,KSS,0.5547303186555982
228,MMM,KHC,0.7155312098443816
229,MMM,KR,0.31134814315214304
230,MMM,LH,0.6210761168529959
231,MMM,LRCX,0.29652506499997683
232,MMM,LEG,0.14428201981569252
233,MMM,LEN,0.5765005879338533
234,MMM,LLY,0.04010059027693943
235,MMM,LNC,0.600567797395646
236,MMM,LKQ,0.010634250111581436
237,MMM,LMT,0.5754326373470842
238,MMM,L,0.4323471678809559
239,MMM,LOW,0.4653118161863073
240,MMM,LYB,0.34989470981325765
241,MMM,MTB,0.5892640844576268
242,MMM,MAC,0.483024074690322
243,MMM,M,0.638098817979194
244,MMM,MRO,-0.20356712075129516
245,MMM,MPC,0.21538198288157634
246,MMM,MAR,0.358986398878318
247,MMM,MMC,0.10366638524455435
248,MMM,MLM,0.3740925888218553
249,MMM,MAS,0.46178552211981583
250,MMM,MA,0.2931693729893193
251,MMM,MAT,-0.4266444274608283
252,MMM,MKC,0.48818912773434564
253,MMM,MCD,0.5654431636770855
254,MMM,MCK,0.16389024554114692
255,MMM,MDT,0.5216445360016955
256,MMM,MRK,0.1806976688065776
257,MMM,MET,0.5094840126270055
258,MMM,MTD,0.49160920834827243
259,MMM,MGM,0.6600300543917751
260,MMM,MCHP,0.686547897140291
261,MMM,MU,0.4930932246918526
262,MMM,MSFT,0.3870202377541174
263,MMM,MAA,0.519012325956172
264,MMM,MHK,0.4275391620551407
265,MMM,TAP,0.5830514522636632
266,MMM,MDLZ,0.46672832838210837
267,MMM,MNST,0.6537464744297973
268,MMM,MCO,0.6182709407833339
269,MMM,MS,0.7135296641663614
270,MMM,MSI,0.4919098022070361
271,MMM,NDAQ,0.6351205237984006
272,MMM,NOV,0.24201707984391554
273,MMM,NAVI,0.5730124358713631
274,MMM,NTAP,0.5245791724601784
275,MMM,NFLX,0.2832419462669038
276,MMM,NWL,0.6989635736308821
277,MMM,NEM,0.33150677133464396
278,MMM,NWSA,0.34836549809095096
279,MMM,NWS,0.36350032652757075
280,MMM,NEE,0.8327800978052281
281,MMM,NKE,0.2731548681483446
282,MMM,NI,0.6764214139492977
283,MMM,JWN,0.4076405445084062
284,MMM,NSC,0.39629993237280425
285,MMM,NTRS,0.7590483813016313
286,MMM,NOC,0.23642804058673494
287,MMM,NCLH,0.6404951402526742
288,MMM,NRG,0.5058366740892238
289,MMM,NUE,0.4037232160394685
290,MMM,NVDA,0.1584328410667878
291,MMM,ORLY,0.2062634496203322
292,MMM,OXY,-0.28177232674977915
293,MMM,OMC,0.5710343641039812
294,MMM,OKE,0.3994383838556135
295,MMM,ORCL,0.14457433943638204
296,MMM,PCAR,0.3406169021786173
297,MMM,PKG,0.43365067124198226
298,MMM,PH,0.3443362481668284
299,MMM,PDCO,-0.3837077049121913
300,MMM,PAYX,0.39478196706475716
301,MMM,PYPL,0.6613035417524836
302,MMM,PNR,0.4196011643987559
303,MMM,PEP,0.5478142660344223
304,MMM,PRGO,0.48686875014653486
305,MMM,PFE,-0.3973609111166185
306,MMM,PCG,0.6302446395309667
307,MMM,PM,0.6454597529510084
308,MMM,PSX,0.414029901167574
309,MMM,PNW,0.14365147534228837
310,MMM,PXD,-0.14485642807354504
311,MMM,PNC,0.6943932063299296
312,MMM,RL,0.29133089373640353
313,MMM,PPG,0.7616034289738182
314,MMM,PPL,0.7408015509915107
315,MMM,PX,-0.2025755288735711
316,MMM,PFG,0.5996138846936906
317,MMM,PG,-0.033485082647234876
318,MMM,PGR,0.20934795799454342
319,MMM,PLD,0.5672885557843024
320,MMM,PRU,0.5034297255152337
321,MMM,PEG,0.34361363294708236
322,MMM,PSA,0.6343626695410485
323,MMM,PHM,0.6064846285652064
324,MMM,PVH,0.5227114559036126
325,MMM,QRVO,0.4522652205840507
326,MMM,QCOM,0.45640095892379
327,MMM,PWR,0.47861026273475593
328,MMM,DGX,0.7328872366829619
329,MMM,RRC,-0.350922450804498
330,MMM,RJF,0.46972342230450875
331,MMM,O,0.8014644875377144
332,MMM,REG,0.659419477927923
333,MMM,REGN,0.2713417049158671
334,MMM,RF,0.6347590899800737
335,MMM,RSG,0.3593560469536642
336,MMM,RMD,0.465012597825809
337,MMM,RHI,0.6858733538753753
338,MMM,ROK,0.5673333280981527
339,MMM,ROP,0.5572782655238255
340,MMM,ROST,0.4376331681578475
341,MMM,RCL,0.6985027972998158
342,MMM,SPGI,0.5993037068393127
343,MMM,CRM,0.4249902880348751
344,MMM,SBAC,0.7531498281392387
345,MMM,SLB,-0.30353246623189123
346,MMM,STX,0.4278280557614138
347,MMM,SEE,0.6405000044902809
348,MMM,SRE,0.710391171195309
349,MMM,SHW,0.522869494635678
350,MMM,SIG,0.5721791333199346
351,MMM,SPG,0.5887616002628796
352,MMM,SWKS,0.6195023133988448
353,MMM,SLG,0.5830070965002422
354,MMM,SNA,0.7192559538705224
355,MMM,SO,0.79464618933681
356,MMM,LUV,0.14819167516697979
357,MMM,SWK,0.8419633828842927
358,MMM,SBUX,-0.07253480257319711
359,MMM,STT,0.8148241424721524
360,MMM,SRCL,0.546946357720407
361,MMM,SYK,0.24522923151249917
362,MMM,SYF,0.5047291163927382
363,MMM,SNPS,0.28910308592240147
364,MMM,SYY,0.41578733855485406
365,MMM,TROW,0.4150569712672892
366,MMM,TPR,0.3128512333734033
367,MMM,TGT,0.5146736743221929
368,MMM,TEL,0.4273180856178519
369,MMM,FTI,0.09563198704060784
370,MMM,TXN,0.6044076885148232
371,MMM,TXT,0.17795903792008055
372,MMM,BK,0.5003351377000744
373,MMM,CLX,0.40812567749272827
374,MMM,COO,0.5043209793162944
375,MMM,HSY,-0.1688909463110618
376,MMM,MOS,0.19723852669054484
377,MMM,TRV,0.31291078555121177
378,MMM,DIS,0.23162956943721696
379,MMM,TMO,0.39741286309419965
380,MMM,TJX,0.2100902460799132
381,MMM,TSCO,0.31184842726640416
382,MMM,TDG,0.3343237251417194
383,MMM,TRIP,0.30988595019284254
384,MMM,FOXA,-0.09428826162860504
385,MMM,FOX,-0.04248618006441227
386,MMM,TSN,0.5760084488033356
387,MMM,USB,0.721954795292635
388,MMM,UDR,0.5867970838189661
389,MMM,ULTA,0.4062115863328961
390,MMM,UAA,0.40078586788481607
391,MMM,UA,0.42854975719785815
392,MMM,UNP,0.4753719730609786
393,MMM,UAL,0.40127444911116694
394,MMM,UNH,-0.00904909027286271
395,MMM,UPS,0.5629953307811111
396,MMM,URI,0.3492492291129582
397,MMM,UHS,0.4506507291192385
398,MMM,UNM,-0.15046384893962275
399,MMM,VFC,0.17407396571917225
400,MMM,VLO,0.22374061486513921
401,MMM,VTR,0.7145362698631611
402,MMM,VRSN,-0.04392899396403118
403,MMM,VRSK,-0.16621661765455317
404,MMM,VZ,0.4545596586989955
405,MMM,VRTX,0.3586774151249149
406,MMM,V,0.38218053742714264
407,MMM,VNO,0.7514513160306446
408,MMM,VMC,0.26572581562252806
409,MMM,WMT,-0.06555841472091496
410,MMM,WBA,0.4495278878133555
411,MMM,WM,0.30810017896783226
412,MMM,WAT,0.5023299389946976
413,MMM,WEC,0.4739740829333662
414,MMM,WFC,0.4652813728382962
415,MMM,WDC,0.33205739718299365
416,MMM,WU,-0.17635316433893294
417,MMM,WRK,0.5510886715774612
418,MMM,WY,0.6316381633661836
419,MMM,WHR,0.016245653103811784
420,MMM,WMB,0.38303456804079555
421,MMM,WYNN,-0.005600356702192012
422,MMM,XEL,0.1925513860301901
423,MMM,XRX,0.30974196788743324
424,MMM,XYL,0.42600225173869355
425,MMM,YUM,0.3744163738773588
426,MMM,ZBH,0.4997773561949015
427,MMM,ZION,0.7054570327421518
428,MMM,ZTS,0.4022458629744808
429,AOS,ABT,0.8651801591879056
430,AOS,ABBV,0.787935795034598
431,AOS,ACN,0.821758843784607
432,AOS,AYI,0.8869338011649812
433,AOS,ADBE,0.06116360591393097
434,AOS,AAP,0.8635041816032357
435,AOS,AMD,0.8794609332282397
436,AOS,AES,0.5097781484940748
437,AOS,AMG,0.9400073495219698
438,AOS,AFL,0.6384955274928455
439,AOS,A,0.94002334457683
440,AOS,APD,-0.6523047417939494
441,AOS,AKAM,0.36600425480600457
442,AOS,ALK,0.7603695250975349
443,AOS,ALB,-0.4100571671683685
444,AOS,ARE,0.8809104720526755
445,AOS,ALGN,0.5731104474314221
446,AOS,ALLE,0.8977686255023728
447,AOS,LNT,0.05295398012603052
448,AOS,ALL,0.8947617668016979
449,AOS,GOOGL,0.6022153465568673
450,AOS,GOOG,0.5977878843346631
451,AOS,MO,0.19874692768993912
452,AOS,AMZN,0.9100209036542746
453,AOS,AEE,-0.5197556670463301
454,AOS,AAL,0.8312736579603506
455,AOS,AEP,0.8336984543358373
456,AOS,AXP,0.9092705227899583
457,AOS,AIG,0.9466945120571341
458,AOS,AMT,0.704159168077572
459,AOS,AWK,0.08687443938657259
460,AOS,AMP,0.9591176402749875
461,AOS,AME,0.9268877358274502
462,AOS,AMGN,0.322853778670914
463,AOS,APH,0.9447368427360634
464,AOS,ADI,0.8626720590337129
465,AOS,ANSS,0.7892103089132091
466,AOS,AON,-0.208318446427291
467,AOS,APA,-0.7524903681645888
468,AOS,AIV,0.8700651780916565
469,AOS,AAPL,0.09386271571085619
470,AOS,AMAT,0.8574951690311697
471,AOS,APTV,-0.5493311724503812
472,AOS,ADM,-0.5738703033701198
473,AOS,AJG,0.36388755804871226
474,AOS,AIZ,0.9198546820643788
475,AOS,T,0.8341410993656945
476,AOS,ADSK,0.8819237295622523
477,AOS,ADP,0.37100236552612664
478,AOS,AZO,0.7960177185018791
479,AOS,AVB,0.7361240815470581
480,AOS,AVY,0.9363373438528614
481,AOS,BAC,0.9678509281246329
482,AOS,BAX,0.8634507809690221
483,AOS,BDX,-0.6414142307921962
484,AOS,BRK.B,0.8229633887902684
485,AOS,BBY,0.8587123858881487
486,AOS,BIIB,-0.5052726091486975
487,AOS,BLK,0.9410821447283186
488,AOS,HRB,0.8834003493854063
489,AOS,BA,0.23118020503774578
490,AOS,BWA,-0.6516719935125704
491,AOS,BXP,0.6957781303526244
492,AOS,BSX,0.8621539269247553
493,AOS,BHF,0.3059554811627891
494,AOS,BMY,-0.4310468234081865
495,AOS,AVGO,0.9003766716910362
496,AOS,CHRW,-0.4669890527661185
497,AOS,CDNS,0.8930687192222049
498,AOS,CPB,0.7449693769545658
499,AOS,COF,0.9354514133893902
500,AOS,CAH,0.8650968896822756
501,AOS,KMX,0.8504012215935953
502,AOS,CCL,0.7744289444944504
503,AOS,CAT,0.8359859864952596
504,AOS,CBOE,0.7759038034228855
505,AOS,CNC,0.8265539638652825
506,AOS,CNP,0.4961635627946026
507,AOS,CF,0.006385320129631256
508,AOS,SCHW,0.9303722930043454
509,AOS,CHTR,-0.8037271362404639
510,AOS,CHK,-0.29515566794576065
511,AOS,CVX,-0.22958458947320753
512,AOS,CMG,0.9226471178834783
513,AOS,CB,0.8411892994918367
514,AOS,CHD,0.842362190757174
515,AOS,CI,0.6109139580323012
516,AOS,CINF,0.8409310085000107
517,AOS,CTAS,0.9421987604756231
518,AOS,CSCO,-0.6150896914660862
519,AOS,C,0.9476639299019928
520,AOS,CFG,0.9190513357457369
521,AOS,CME,0.051350292261084236
522,AOS,CMS,0.8506210382514531
523,AOS,KO,0.8616677059110797
524,AOS,CTSH,0.7829461511418063
525,AOS,CL,0.9085415681161008
526,AOS,CMCSA,0.08819760565212506
527,AOS,CMA,0.8246570927352989
528,AOS,CAG,0.6083470522652153
529,AOS,COP,-0.1266216039083595
530,AOS,ED,0.3318541361358524
531,AOS,STZ,0.7496100333160863
532,AOS,GLW,0.8154002869215968
533,AOS,COST,0.8897907749607734
534,AOS,COTY,0.8342747215115388
535,AOS,CCI,0.6986295111895404
536,AOS,CSX,0.8848072258186898
537,AOS,CMI,0.841765979285536
538,AOS,CVS,0.7546238957256315
539,AOS,DHI,0.9502770680865457
540,AOS,DHR,0.8388727299915781
541,AOS,DRI,0.9041176827529381
542,AOS,DVA,0.9038074286544325
543,AOS,DE,0.34394790544897524
544,AOS,DAL,0.9035149064016849
545,AOS,XRAY,0.5040049244769099
546,AOS,DVN,-0.04334216577821129
547,AOS,DLR,0.8441708657669962
548,AOS,DFS,0.8996911001968749
549,AOS,DG,0.917131174505917
550,AOS,DLTR,0.7885558213265942
551,AOS,D,0.8001951559878953
552,AOS,DOV,0.8858075714355627
553,AOS,DTE,0.8700190125947999
554,AOS,DUK,0.7492211897169216
555,AOS,DXC,0.11789208537245206
556,AOS,EMN,0.9479978417511564
557,AOS,ETN,0.8901213816560142
558,AOS,EBAY,0.7238962193543647
559,AOS,ECL,0.9448887943603679
560,AOS,EIX,0.761232257210131
561,AOS,EW,0.7896843254338712
562,AOS,EA,0.6469836433378001
563,AOS,EMR,0.7321243921566013
564,AOS,ETR,0.8432416256425009
565,AOS,EOG,-0.4099195759439543
566,AOS,EQT,-0.7821171939712274
567,AOS,EFX,0.9338728627718383
568,AOS,EQIX,0.8086710928624744
569,AOS,EQR,0.7270394756502236
570,AOS,ESS,0.8082267107050402
571,AOS,EL,0.4875398093369225
572,AOS,ES,0.4393200015640991
573,AOS,EXC,-0.553897420746251
574,AOS,EXPE,0.752683179633295
575,AOS,EXPD,0.6092923465220753
576,AOS,EXR,0.7985448875594323
577,AOS,XOM,-0.07266956933725294
578,AOS,FFIV,0.9310872033212537
579,AOS,FAST,0.9069101369708051
580,AOS,FRT,0.8353964037744194
581,AOS,FDX,0.33178257423002466
582,AOS,FIS,0.9288134743769306
583,AOS,FITB,0.9370511368557493
584,AOS,FE,0.7790806024129805
585,AOS,FLS,0.8958678910762125
586,AOS,FLR,0.6971852030321368
587,AOS,FMC,0.11977633595320675
588,AOS,FL,0.6133016004906701
589,AOS,F,0.5331247557781357
590,AOS,FTV,0.6697099013900412
591,AOS,BEN,0.8085743277212691
592,AOS,FCX,0.8153522070493613
593,AOS,GPS,0.9131763982929632
594,AOS,GRMN,0.9492685422380414
595,AOS,IT,0.9188563561854977
596,AOS,GD,0.8996997009531504
597,AOS,GE,0.8780402830902392
598,AOS,GIS,0.5239773295262045
599,AOS,GM,0.859473890792237
600,AOS,GPC,0.6392807131504435
601,AOS,GILD,-0.15633746069237975
602,AOS,GPN,0.8168172949059681
603,AOS,GS,0.9416697679997512
604,AOS,GT,0.2796648902728815
605,AOS,GWW,0.903184350730214
606,AOS,HAL,-0.5556411224958289
607,AOS,HBI,0.6822042734407431
608,AOS,HOG,0.8801212404382412
609,AOS,HIG,0.8934246575010325
610,AOS,HAS,-0.06403564458625298
611,AOS,HCA,0.8683324161600884
612,AOS,HCP,0.7648408751028059
613,AOS,HP,-0.1912385837813152
614,AOS,HSIC,0.6113013738902222
615,AOS,HES,-0.21415531395378826
616,AOS,HPE,0.31616208083538977
617,AOS,HLT,0.9430580547366384
618,AOS,HOLX,0.851699684375269
619,AOS,HD,0.9383118502962713
620,AOS,HON,0.8421401326626404
621,AOS,HRL,-0.09531356316370662
622,AOS,HST,0.9486940797603389
623,AOS,HPQ,0.8769986843424676
624,AOS,HUM,-0.8054130661714796
625,AOS,HBAN,0.9462133884796129
626,AOS,HII,0.9252432967534165
627,AOS,IDXX,0.8414100338407372
628,AOS,ITW,0.9415004760218628
629,AOS,ILMN,0.44171123137173196
630,AOS,INCY,0.46672223826799236
631,AOS,IR,0.9240415576576697
632,AOS,INTC,0.7360063265705314
633,AOS,ICE,0.8892811711619147
634,AOS,IBM,0.886342515814672
635,AOS,IP,0.6398973618383219
636,AOS,IPG,0.8727598113879957
637,AOS,IFF,0.901255946277923
638,AOS,INTU,0.8937497247687504
639,AOS,ISRG,0.8779051260826297
640,AOS,IVZ,0.7305237199319282
641,AOS,IQV,0.906508120509594
642,AOS,IRM,0.9220769868401897
643,AOS,JBHT,0.6391441947861999
644,AOS,SJM,0.6034819213258976
645,AOS,JNJ,0.5610964597710528
646,AOS,JCI,0.8982273107228768
647,AOS,JPM,0.9400881864956236
648,AOS,JNPR,0.795734229149462
649,AOS,K,0.7850559150984497
650,AOS,KEY,0.9422746294514176
651,AOS,KMB,0.5979628921902527
652,AOS,KIM,0.6611323970772252
653,AOS,KMI,0.7425525066502021
654,AOS,KLAC,0.9232505772935202
655,AOS,KSS,0.8054990422426187
656,AOS,KHC,0.6966372262317971
657,AOS,KR,0.7387480616500847
658,AOS,LH,0.6773020171131237
659,AOS,LRCX,0.9062137052802988
660,AOS,LEG,-0.4923002276402988
661,AOS,LEN,0.9604044726263656
662,AOS,LLY,0.7315722558819625
663,AOS,LNC,0.8686495181169813
664,AOS,LKQ,0.5189110999798674
665,AOS,LMT,0.12039402944186947
666,AOS,L,0.9334538643168223
667,AOS,LOW,0.9168681183370373
668,AOS,LYB,0.8236837290852537
669,AOS,MTB,0.9004176894151925
670,AOS,MAC,0.881667977055422
671,AOS,M,0.9118631638347257
672,AOS,MRO,-0.3021883650662461
673,AOS,MPC,0.7494872223408062
674,AOS,MAR,0.899843820294187
675,AOS,MMC,0.6315059548131033
676,AOS,MLM,0.9278409998236112
677,AOS,MAS,0.9495599750257608
678,AOS,MA,0.8751920269528514
679,AOS,MAT,-0.32522242928156625
680,AOS,MKC,0.6785282047876284
681,AOS,MCD,0.7752301406767725
682,AOS,MCK,0.7862235690727954
683,AOS,MDT,0.8089002507477263
684,AOS,MRK,0.7516141116495464
685,AOS,MET,0.9255681341708938
686,AOS,MTD,0.9186660948210444
687,AOS,MGM,0.8680758428546009
688,AOS,MCHP,0.8235452961889367
689,AOS,MU,0.8987411352400569
690,AOS,MSFT,0.9050002076556566
691,AOS,MAA,0.4070639197213595
692,AOS,MHK,0.9158953385425359
693,AOS,TAP,0.8328699804709824
694,AOS,MDLZ,0.6801088539855871
695,AOS,MNST,0.8746210151188278
696,AOS,MCO,0.8884140858832485
697,AOS,MS,0.8347106054771576
698,AOS,MSI,0.9147568698534172
699,AOS,NDAQ,0.9507168069526936
700,AOS,NOV,-0.32742749646404334
701,AOS,NAVI,0.07413547216525057
702,AOS,NTAP,0.9107904803260128
703,AOS,NFLX,0.8812007218805589
704,AOS,NWL,0.44961021751661284
705,AOS,NEM,-0.34182952863859833
706,AOS,NWSA,0.8797954402890604
707,AOS,NWS,0.8806007975832569
708,AOS,NEE,0.6320500230235147
709,AOS,NKE,-0.043533331965675576
710,AOS,NI,0.7405059357911005
711,AOS,JWN,0.8196824996794092
712,AOS,NSC,0.9058487310131323
713,AOS,NTRS,0.9179807010786204
714,AOS,NOC,-0.08112310629333042
715,AOS,NCLH,0.7997277148619539
716,AOS,NRG,0.9328200278624534
717,AOS,NUE,0.8915168648066154
718,AOS,NVDA,0.8083496433302882
719,AOS,ORLY,0.8247531595675597
720,AOS,OXY,-0.17672818873148488
721,AOS,OMC,0.9489763679122114
722,AOS,OKE,0.8503006376382051
723,AOS,ORCL,0.5586173828703275
724,AOS,PCAR,0.9014205617663786
725,AOS,PKG,0.9084200944969157
726,AOS,PH,0.914876462444661
727,AOS,PDCO,-0.5618495087405357
728,AOS,PAYX,0.6189428698622964
729,AOS,PYPL,0.7896646125201646
730,AOS,PNR,0.9150280328973063
731,AOS,PEP,0.5499287230938772
732,AOS,PRGO,0.31833581854719384
